11;11;43.3;5.4;1;1;13.08784;80.27847;0
11;11;43.3;5.4;7;7;40.71427;-74.00597;0
11;11;43.3;5.4;8;8;51.50853;-0.12574;0
13;13;22.28552;114.15769;0;0;34.05223;-118.24368;0
13;13;22.28552;114.15769;1;1;13.08784;80.27847;0
14;14;1.28967;103.85007;8;8;51.50853;-0.12574;0
14;14;1.28967;103.85007;13;13;22.28552;114.15769;0
14;14;1.28967;103.85007;0;0;34.05223;-118.24368;0
14;14;1.28967;103.85007;0;0;34.05223;-118.24368;0
14;14;1.28967;103.85007;1;1;13.08784;80.27847;0
14;14;1.28967;103.85007;1;1;13.08784;80.27847;0
14;14;1.28967;103.85007;7;7;40.71427;-74.00597;0
1;1;13.08784;80.27847;0;0;34.05223;-118.24368;0
1;1;13.08784;80.27847;0;0;34.05223;-118.24368;0
7;7;40.71427;-74.00597;1;1;13.08784;80.27847;0
7;7;40.71427;-74.00597;0;0;34.05223;-118.24368;0
7;7;40.71427;-74.00597;0;0;34.05223;-118.24368;0
7;7;40.71427;-74.00597;0;0;34.05223;-118.24368;0
7;7;40.71427;-74.00597;1;1;13.08784;80.27847;0
7;7;40.71427;-74.00597;1;1;13.08784;80.27847;0
8;8;51.50853;-0.12574;1;1;13.08784;80.27847;0
8;8;51.50853;-0.12574;7;7;40.71427;-74.00597;0
8;8;51.50853;-0.12574;7;7;40.71427;-74.00597;0
8;8;51.50853;-0.12574;7;7;40.71427;-74.00597;0
9;9;19.01441;72.84794;1;1;13.08784;80.27847;0
9;9;19.01441;72.84794;7;7;40.71427;-74.00597;0
9;9;19.01441;72.84794;7;7;40.71427;-74.00597;0
9;9;19.01441;72.84794;8;8;51.50853;-0.12574;0
9;9;19.01441;72.84794;8;8;51.50853;-0.12574;0
10;10;38.11582;13.35976;1;1;13.08784;80.27847;0
